sku,data_venda,venda
4037,2024-04-06,39
4759,2024-04-06,16
652,2024-03-09,116
4743,2024-03-09,64
387,2024-03-23,48
421,2024-03-24,14
896,2024-03-30,74
652,2024-03-06,65
896,2024-02-24,51
336,2024-03-23,28
387,2024-04-01,25
4743,2024-03-02,65
896,2024-03-19,26
421,2024-03-02,23
652,2024-03-23,66
652,2024-04-04,47
5614,2024-04-07,22
387,2024-02-24,65
896,2024-03-08,47
1835,2024-03-08,18
652,2024-04-01,51
421,2024-04-08,13
896,2024-04-03,38
896,2024-03-13,50
652,2024-03-31,26
336,2024-03-04,17
387,2024-03-25,28
387,2024-04-05,41
652,2024-03-29,37
896,2024-03-27,39
387,2024-03-04,27
652,2024-03-10,58
896,2024-02-25,47
4743,2024-02-24,33
4743,2024-03-21,31
652,2024-03-11,71
4037,2024-03-09,35
896,2024-03-18,32
387,2024-03-30,60
4037,2024-03-10,16
387,2024-02-27,34
896,2024-02-26,33
5614,2024-04-06,30
387,2024-04-06,84
336,2024-04-07,26
896,2024-03-11,37
4438,2024-03-23,13
652,2024-02-28,48
652,2024-04-02,52
336,2024-03-14,21
896,2024-04-05,61
336,2024-02-24,22
4743,2024-03-17,24
4037,2024-03-03,12
4743,2024-03-06,43
4037,2024-03-23,20
387,2024-03-16,71
336,2024-03-17,18
336,2024-03-22,20
652,2024-03-15,76
896,2024-03-24,42
4037,2024-03-04,15
896,2024-03-03,67
896,2024-03-12,22
387,2024-03-09,64
4743,2024-04-07,24
896,2024-03-14,39
896,2024-04-06,94
5614,2024-04-03,17
4743,2024-04-06,31
4037,2024-03-22,21
387,2024-03-31,30
5224,2024-03-16,12
4743,2024-02-29,32
336,2024-03-12,16
387,2024-04-04,30
3010,2024-04-06,14
4743,2024-03-08,46
421,2024-04-02,12
336,2024-02-26,13
4743,2024-03-11,29
336,2024-03-03,22
387,2024-03-13,28
387,2024-03-17,31
4743,2024-02-28,31
896,2024-04-07,59
387,2024-04-07,43
652,2024-03-30,67
421,2024-03-04,13
652,2024-03-14,84
4868,2024-03-09,17
336,2024-03-19,16
336,2024-03-15,34
336,2024-03-26,12
1835,2024-03-16,18
4438,2024-03-01,12
652,2024-03-16,98
4743,2024-03-19,21
387,2024-03-03,37
421,2024-03-23,24
4743,2024-04-03,19
336,2024-04-08,21
387,2024-03-07,23
896,2024-03-23,82
4037,2024-04-01,10
387,2024-03-20,45
336,2024-04-01,14
896,2024-04-01,34
336,2024-04-05,34
652,2024-04-03,62
421,2024-03-28,12
4743,2024-03-04,35
4743,2024-03-14,25
904,2024-03-15,10
4037,2024-02-28,17
336,2024-04-06,47
4743,2024-04-05,26
652,2024-02-24,76
387,2024-03-02,71
421,2024-02-24,29
387,2024-03-06,25
652,2024-02-27,44
652,2024-03-07,70
387,2024-04-03,26
896,2024-03-07,33
4743,2024-03-27,18
652,2024-03-28,61
4037,2024-03-28,12
896,2024-04-04,40
4743,2024-03-23,50
652,2024-03-02,93
4037,2024-03-30,34
896,2024-03-25,28
4743,2024-03-28,25
4037,2024-03-17,17
387,2024-03-15,42
652,2024-03-18,57
896,2024-03-21,42
652,2024-04-08,56
1835,2024-04-04,10
1835,2024-04-06,22
4037,2024-03-02,16
652,2024-02-25,46
387,2024-02-29,45
4037,2024-04-03,19
387,2024-03-29,30
4743,2024-03-25,21
896,2024-02-29,38
896,2024-03-17,37
4868,2024-03-06,11
336,2024-03-01,22
387,2024-03-21,41
421,2024-03-30,28
652,2024-03-01,86
4037,2024-03-13,17
1835,2024-03-07,11
4743,2024-03-26,27
652,2024-02-29,56
4037,2024-03-08,14
387,2024-03-24,39
1835,2024-02-25,10
387,2024-03-10,39
4438,2024-03-06,13
896,2024-03-06,27
652,2024-03-19,59
336,2024-02-25,19
4037,2024-02-24,18
336,2024-03-05,27
4438,2024-02-25,19
652,2024-03-04,56
336,2024-03-13,22
896,2024-03-05,31
4743,2024-03-15,35
421,2024-03-22,11
652,2024-04-07,50
652,2024-03-12,57
896,2024-03-29,37
4868,2024-02-24,13
336,2024-03-02,34
336,2024-03-16,25
4743,2024-03-30,37
421,2024-03-16,18
387,2024-03-27,32
896,2024-03-31,46
4743,2024-03-03,39
904,2024-03-02,10
4438,2024-03-09,22
4037,2024-03-18,10
4743,2024-03-29,20
4438,2024-03-08,11
336,2024-04-03,12
4743,2024-03-10,36
1835,2024-03-01,16
387,2024-03-01,24
1835,2024-03-11,11
896,2024-03-01,37
387,2024-04-08,32
336,2024-03-07,20
652,2024-03-22,49
896,2024-02-28,33
4438,2024-03-03,20
4743,2024-02-27,14
421,2024-04-06,28
387,2024-04-02,25
896,2024-03-22,41
387,2024-02-28,37
896,2024-03-02,90
896,2024-03-10,64
4037,2024-03-01,15
336,2024-04-02,27
336,2024-03-08,15
4743,2024-04-02,24
387,2024-03-18,30
652,2024-03-20,72
896,2024-03-15,43
896,2024-04-02,19
5614,2024-04-05,13
4037,2024-02-27,13
896,2024-04-08,43
1835,2024-04-05,10
4743,2024-04-08,17
421,2024-04-07,20
4743,2024-03-05,30
896,2024-03-09,88
1835,2024-03-02,15
4743,2024-03-18,21
4037,2024-02-29,10
896,2024-03-16,70
336,2024-03-06,25
1835,2024-04-08,10
4438,2024-03-30,12
336,2024-03-27,11
1835,2024-03-30,13
336,2024-03-28,19
4037,2024-03-24,11
904,2024-03-13,10
1835,2024-04-07,13
896,2024-02-27,31
4438,2024-03-02,29
652,2024-03-05,56
336,2024-02-27,12
27,2024-03-22,13
387,2024-03-11,28
652,2024-03-25,53
336,2024-03-09,31
4438,2024-02-27,13
421,2024-03-21,13
4743,2024-04-04,20
387,2024-03-12,18
387,2024-03-22,36
421,2024-03-10,20
4743,2024-02-25,12
421,2024-03-08,16
4743,2024-03-07,35
421,2024-03-09,21
336,2024-03-10,25
336,2024-03-18,22
5614,2024-03-30,30
387,2024-03-28,39
421,2024-03-26,11
421,2024-02-29,10
421,2024-03-01,15
1835,2024-02-24,15
4037,2024-03-11,14
4759,2024-04-05,16
4037,2024-03-12,16
4743,2024-03-01,42
4868,2024-03-07,12
4438,2024-03-15,12
336,2024-03-11,15
4743,2024-03-13,26
1835,2024-03-23,15
421,2024-03-03,10
652,2024-03-26,49
4743,2024-03-12,31
387,2024-03-14,21
4037,2024-03-29,13
421,2024-03-25,10
4037,2024-03-15,19
4037,2024-03-06,14
5614,2024-04-04,13
4438,2024-03-16,18
652,2024-03-13,60
336,2024-03-20,14
336,2024-02-28,10
896,2024-03-26,32
4868,2024-03-05,10
5556,2024-04-06,14
4037,2024-03-19,10
652,2024-03-27,45
336,2024-03-25,10
4037,2024-04-05,14
904,2024-03-16,11
387,2024-02-25,44
4037,2024-04-04,11
4037,2024-04-07,14
421,2024-04-05,20
896,2024-03-20,37
4743,2024-04-01,11
4743,2024-03-22,20
336,2024-03-30,24
387,2024-03-19,27
4037,2024-03-16,23
4438,2024-03-07,16
4868,2024-03-16,10
336,2024-04-04,13
4438,2024-02-24,29
1835,2024-03-09,25
387,2024-03-26,19
4438,2024-03-10,10
4037,2024-03-31,11
5614,2024-04-08,10
4037,2024-03-07,17
904,2024-03-10,10
4759,2024-04-08,17
421,2024-03-17,10
896,2024-03-04,28
2284,2024-02-24,10
4438,2024-03-12,13
336,2024-02-29,21
421,2024-03-15,11
4868,2024-04-06,10
5614,2024-04-01,11
4868,2024-03-02,15
4743,2024-02-26,19
1835,2024-03-06,10
421,2024-03-13,10
3082,2024-03-29,18
2618,2024-04-08,15
201,2024-04-04,17
775,2024-04-05,51
3018,2024-03-21,11
201,2024-03-10,29
1526,2024-03-02,15
775,2024-04-04,34
201,2024-02-24,32
775,2024-03-25,36
2006,2024-03-28,47
3516,2024-03-16,37
775,2024-03-02,84
1526,2024-04-08,12
2006,2024-03-14,24
2006,2024-03-23,55
4534,2024-03-11,20
775,2024-04-03,42
2618,2024-04-05,18
201,2024-04-07,13
1526,2024-03-03,15
2999,2024-02-27,10
3082,2024-03-16,35
3516,2024-03-15,12
2618,2024-03-15,14
2006,2024-04-04,42
1526,2024-02-25,18
5617,2024-03-23,13
775,2024-03-22,42
2999,2024-04-04,13
2618,2024-04-07,15
775,2024-02-27,37
2006,2024-03-29,32
201,2024-03-06,24
4326,2024-04-06,18
5102,2024-04-04,13
3082,2024-04-01,12
3082,2024-03-02,29
3018,2024-03-29,10
3018,2024-04-06,18
201,2024-04-05,36
5342,2024-03-16,20
2006,2024-03-10,42
201,2024-03-11,26
2006,2024-03-12,30
201,2024-04-02,20
4534,2024-03-01,40
4711,2024-03-28,11
2618,2024-03-30,19
5323,2024-04-06,14
3018,2024-03-01,14
2006,2024-03-30,64
4326,2024-03-02,18
201,2024-03-25,16
4381,2024-03-08,10
2006,2024-03-17,58
4711,2024-03-25,11
5617,2024-04-05,40
2618,2024-03-22,17
775,2024-03-11,35
4534,2024-02-25,26
201,2024-02-26,16
5617,2024-03-29,24
201,2024-03-28,18
2006,2024-03-18,50
2006,2024-02-24,71
201,2024-02-29,27
4711,2024-03-30,19
775,2024-03-01,55
2006,2024-03-27,33
201,2024-03-21,16
3082,2024-03-31,12
201,2024-03-23,42
5102,2024-03-24,18
4326,2024-03-16,21
2006,2024-03-04,35
3018,2024-03-06,13
775,2024-04-01,35
201,2024-03-18,19
4711,2024-03-02,16
5342,2024-03-23,11
5617,2024-04-08,23
201,2024-03-08,25
4381,2024-03-03,27
3082,2024-04-03,15
201,2024-03-01,21
5342,2024-02-24,18
2006,2024-03-16,78
2006,2024-03-19,37
4381,2024-02-24,33
4534,2024-03-10,32
2006,2024-03-11,45
3082,2024-03-15,20
3516,2024-03-10,15
201,2024-03-19,27
4118,2024-04-06,13
775,2024-03-31,26
3867,2024-03-30,19
2618,2024-04-06,35
2006,2024-04-05,42
4711,2024-03-18,11
4381,2024-02-27,15
2006,2024-02-27,28
775,2024-03-15,42
4534,2024-04-06,17
775,2024-03-06,36
3516,2024-03-14,19
1526,2024-02-24,19
4534,2024-02-29,30
4118,2024-03-15,11
201,2024-03-29,29
4897,2024-03-13,14
201,2024-04-01,27
5102,2024-03-29,28
775,2024-03-08,40
3018,2024-03-05,11
4534,2024-03-25,17
775,2024-04-08,33
2006,2024-03-24,47
2989,2024-03-28,12
2006,2024-03-13,31
4534,2024-03-02,50
5342,2024-03-02,14
3082,2024-03-01,21
775,2024-03-05,32
4711,2024-03-24,16
3082,2024-02-25,13
4381,2024-03-05,17
4534,2024-03-03,38
5342,2024-03-05,13
5102,2024-03-20,14
5323,2024-03-27,10
775,2024-03-28,41
4534,2024-03-07,19
3082,2024-03-07,21
201,2024-03-05,20
4534,2024-03-05,27
4897,2024-03-12,17
5342,2024-03-04,10
775,2024-03-13,35
4326,2024-03-08,13
4711,2024-03-15,11
2618,2024-03-23,15
201,2024-03-16,39
5323,2024-04-05,13
201,2024-03-22,23
4534,2024-03-23,22
3082,2024-03-08,15
2999,2024-03-02,17
4534,2024-03-09,40
5102,2024-03-09,27
3082,2024-03-10,25
1526,2024-03-09,38
4711,2024-04-02,10
4534,2024-03-20,24
775,2024-04-06,88
3516,2024-04-05,13
5342,2024-03-17,11
3018,2024-03-08,21
3516,2024-03-20,20
4381,2024-03-04,10
775,2024-03-24,19
5617,2024-04-04,28
5102,2024-03-11,11
4876,2024-03-02,10
5617,2024-04-02,24
775,2024-03-27,44
3082,2024-02-29,19
4534,2024-03-24,13
2999,2024-02-28,10
3867,2024-04-07,35
3082,2024-03-21,13
5102,2024-04-01,18
2006,2024-04-06,60
2999,2024-03-26,10
4711,2024-03-17,13
2006,2024-03-08,39
775,2024-02-28,35
201,2024-03-12,12
4326,2024-03-09,17
2618,2024-03-29,15
2999,2024-03-20,16
5342,2024-03-08,21
5323,2024-03-23,15
4381,2024-03-10,13
775,2024-04-07,42
3867,2024-04-03,10
4711,2024-03-11,15
775,2024-03-03,46
775,2024-02-29,31
5102,2024-03-23,29
3082,2024-03-09,46
3516,2024-03-22,10
5342,2024-03-03,14
775,2024-03-14,41
2006,2024-02-25,32
2006,2024-04-03,34
4381,2024-03-07,18
3018,2024-03-16,13
775,2024-03-10,46
3867,2024-04-05,35
775,2024-03-23,63
5617,2024-03-26,12
4326,2024-03-22,12
3018,2024-03-15,13
3018,2024-02-24,19
1526,2024-02-28,12
5617,2024-04-03,19
4534,2024-02-28,27
2006,2024-04-08,37
775,2024-03-07,43
4897,2024-04-03,10
4534,2024-03-17,21
3516,2024-03-02,24
775,2024-04-02,28
4326,2024-02-27,13
4534,2024-03-08,22
1526,2024-03-06,11
2618,2024-03-16,25
3516,2024-03-03,20
4381,2024-03-23,10
775,2024-03-30,63
3082,2024-02-27,17
201,2024-03-09,40
3082,2024-04-06,26
5102,2024-04-06,30
2006,2024-03-02,66
2006,2024-03-03,41
775,2024-03-18,44
2999,2024-03-10,11
2006,2024-02-26,21
4534,2024-04-01,20
5102,2024-03-10,17
2006,2024-02-28,27
4534,2024-03-14,20
3516,2024-03-05,13
2006,2024-03-01,41
2006,2024-03-09,89
2006,2024-03-15,54
5342,2024-03-07,12
775,2024-02-24,72
4534,2024-03-26,14
2006,2024-04-07,33
5102,2024-04-07,18
3018,2024-03-04,10
775,2024-02-26,35
2006,2024-03-20,37
3516,2024-03-18,10
5342,2024-03-30,15
4711,2024-03-26,10
4381,2024-02-26,11
2999,2024-03-01,13
3018,2024-03-09,20
201,2024-03-30,41
775,2024-03-26,30
201,2024-03-02,46
201,2024-04-08,17
201,2024-04-06,40
201,2024-03-24,28
4711,2024-04-06,18
5102,2024-03-30,43
3082,2024-03-22,22
5102,2024-04-05,15
1526,2024-04-02,10
4381,2024-03-30,11
3018,2024-03-30,24
5102,2024-03-22,16
2999,2024-03-18,18
4711,2024-03-23,15
2006,2024-03-06,43
5617,2024-04-07,20
775,2024-03-16,69
2006,2024-03-22,38
201,2024-03-15,30
775,2024-03-09,86
4711,2024-03-01,14
2618,2024-03-08,10
4534,2024-03-06,24
1526,2024-03-18,10
3082,2024-04-08,10
4806,2024-03-02,14
3018,2024-04-02,12
4534,2024-03-30,19
5102,2024-03-13,12
5342,2024-04-05,10
3082,2024-03-14,13
4897,2024-03-14,18
3082,2024-03-27,14
775,2024-03-29,33
4326,2024-04-03,12
4534,2024-03-28,10
4326,2024-04-05,13
3867,2024-04-06,53
2618,2024-03-10,10
775,2024-03-04,32
3082,2024-03-06,28
4326,2024-03-30,12
775,2024-02-25,28
201,2024-03-07,18
2006,2024-02-29,33
4534,2024-03-16,29
3082,2024-03-26,10
2999,2024-03-04,15
4534,2024-03-04,23
1526,2024-03-26,10
2006,2024-03-21,33
3082,2024-02-24,20
5617,2024-04-06,62
4711,2024-03-07,13
3683,2024-04-06,23
5102,2024-03-02,11
5342,2024-03-15,11
2999,2024-03-30,13
3082,2024-03-03,17
2999,2024-03-09,19
4534,2024-02-24,35
775,2024-03-21,37
3516,2024-02-24,22
201,2024-02-28,19
3516,2024-03-08,18
2999,2024-04-02,21
5342,2024-03-27,10
5102,2024-03-28,22
1526,2024-02-29,12
4326,2024-03-01,14
775,2024-03-17,32
2999,2024-03-14,14
4711,2024-03-08,10
2006,2024-03-25,31
2989,2024-03-18,10
5617,2024-04-01,21
3683,2024-03-30,10
775,2024-03-20,29
3516,2024-03-25,11
775,2024-03-12,31
4534,2024-04-07,14
3082,2024-02-26,17
3082,2024-03-12,22
3516,2024-03-09,24
201,2024-03-14,21
4534,2024-02-27,21
5342,2024-02-29,11
2618,2024-03-24,13
3082,2024-03-24,16
2999,2024-03-16,15
4381,2024-03-09,30
5617,2024-03-28,21
2618,2024-03-17,19
4381,2024-02-28,17
2006,2024-03-07,27
4381,2024-03-01,17
4326,2024-02-29,14
2618,2024-03-09,30
5617,2024-03-31,16
1526,2024-03-10,10
4711,2024-03-09,15
3082,2024-04-04,11
3516,2024-03-23,17
2999,2024-04-06,16
3867,2024-04-04,16
3516,2024-03-24,13
5102,2024-03-19,12
4534,2024-02-26,23
3018,2024-03-23,15
2618,2024-03-12,13
4381,2024-02-25,24
3082,2024-04-02,16
4711,2024-03-16,21
4534,2024-03-13,22
3018,2024-03-20,11
1526,2024-03-16,12
3516,2024-03-01,16
3018,2024-03-10,18
5102,2024-03-31,16
5342,2024-02-27,14
3082,2024-03-30,29
3082,2024-03-28,10
4534,2024-03-15,24
2006,2024-03-26,33
3018,2024-03-28,11
4550,2024-02-25,10
1526,2024-03-08,11
2006,2024-03-05,23
4326,2024-03-03,16
3516,2024-04-01,10
4381,2024-03-02,26
5102,2024-03-21,10
3018,2024-03-24,10
3082,2024-03-23,32
201,2024-03-31,17
201,2024-02-27,16
5102,2024-03-25,16
201,2024-02-25,23
3082,2024-03-17,18
5102,2024-03-16,31
5102,2024-03-07,10
3082,2024-03-19,18
3082,2024-03-20,13
3516,2024-03-30,12
3683,2024-03-26,15
2999,2024-03-06,19
5342,2024-04-08,10
5102,2024-03-08,19
5102,2024-04-03,10
3516,2024-03-11,10
201,2024-03-17,21
4381,2024-03-06,18
4711,2024-04-03,14
4534,2024-03-21,18
201,2024-03-04,16
201,2024-03-27,15
201,2024-03-26,22
3516,2024-04-06,14
4711,2024-03-10,10
775,2024-03-19,23
4381,2024-03-16,17
5617,2024-03-27,11
1526,2024-03-07,12
2999,2024-02-24,10
3018,2024-04-07,15
2999,2024-03-15,22
201,2024-03-13,20
5342,2024-03-01,10
5617,2024-03-30,34
4711,2024-04-05,11
3516,2024-03-04,17
3082,2024-03-18,12
4534,2024-03-12,13
3867,2024-04-08,13
2999,2024-03-03,12
2006,2024-04-02,32
3018,2024-03-02,34
1526,2024-03-23,14
2006,2024-04-01,31
2989,2024-03-30,13
4381,2024-03-17,12
2006,2024-03-31,24
2618,2024-03-13,13
4534,2024-04-03,14
2618,2024-03-05,12
4876,2024-04-06,10
5102,2024-03-17,18
4711,2024-03-19,11
201,2024-03-03,26
5102,2024-03-27,10
3516,2024-03-28,18
4534,2024-03-22,10
4381,2024-02-29,13
3082,2024-02-28,11
4326,2024-02-24,26
4326,2024-03-10,16
3516,2024-03-07,13
4897,2024-03-04,12
4534,2024-03-19,11
3018,2024-03-03,17
2999,2024-03-25,11
201,2024-03-20,25
4534,2024-04-05,11
4534,2024-04-02,13
5102,2024-03-14,12
4326,2024-03-06,14
3516,2024-03-27,12
3018,2024-03-17,13
3516,2024-02-29,14
1526,2024-03-01,16
1526,2024-03-11,11
2989,2024-03-02,10
5342,2024-02-26,14
3082,2024-04-05,17
4326,2024-03-23,18
2999,2024-03-23,14
5342,2024-02-25,19
2999,2024-03-28,11
2618,2024-03-02,11
4711,2024-03-21,11
3516,2024-02-28,12
3516,2024-02-27,11
5342,2024-03-09,25
2989,2024-02-24,13
5102,2024-03-18,10
1526,2024-03-28,15
4326,2024-04-02,12
2989,2024-03-09,13
2999,2024-03-27,10
3018,2024-03-18,12
1526,2024-04-06,14
3683,2024-04-07,13
3683,2024-03-28,10
3082,2024-03-05,15
4711,2024-03-12,13
4326,2024-02-25,15
2999,2024-03-21,11
4118,2024-03-30,10
3516,2024-03-17,15
4897,2024-03-02,11
4326,2024-03-28,10
5617,2024-03-24,10
5342,2024-03-10,10
298,2024-03-21,72
316,2024-02-24,66
380,2024-04-04,29
2611,2024-03-28,18
3614,2024-04-07,15
316,2024-04-07,35
3484,2024-03-06,19
380,2024-03-17,28
298,2024-03-26,76
316,2024-03-11,46
298,2024-04-05,88
2611,2024-03-22,14
316,2024-03-07,24
3614,2024-04-08,17
3484,2024-03-03,19
380,2024-03-09,78
298,2024-03-02,151
380,2024-03-13,29
2611,2024-03-12,10
2611,2024-03-16,42
316,2024-02-28,35
298,2024-02-29,88
298,2024-03-03,92
380,2024-04-06,26
1003,2024-03-20,30
4718,2024-04-08,17
316,2024-03-15,40
380,2024-04-08,24
316,2024-02-26,33
380,2024-03-10,35
2611,2024-02-24,38
316,2024-03-13,40
1003,2024-03-26,30
1003,2024-03-27,18
1003,2024-04-06,75
2611,2024-03-02,32
298,2024-03-18,102
298,2024-03-23,159
3439,2024-03-09,33
298,2024-03-29,48
316,2024-03-02,65
380,2024-03-15,38
2682,2024-03-07,14
316,2024-03-22,31
380,2024-03-07,38
316,2024-04-06,75
4718,2024-03-26,12
298,2024-04-04,82
316,2024-04-04,23
380,2024-03-11,41
298,2024-03-15,127
298,2024-04-01,71
316,2024-03-24,38
380,2024-03-23,46
5524,2024-03-23,16
298,2024-03-09,133
316,2024-04-05,59
2682,2024-03-16,34
298,2024-04-03,90
2611,2024-04-06,15
3439,2024-03-14,11
298,2024-03-16,208
298,2024-03-25,159
316,2024-03-08,51
380,2024-03-20,39
3439,2024-02-24,28
298,2024-02-28,68
316,2024-03-04,37
316,2024-04-08,33
298,2024-03-05,86
1003,2024-02-24,37
3439,2024-03-31,10
316,2024-03-30,70
4718,2024-03-23,20
1003,2024-04-07,29
4975,2024-04-05,17
3614,2024-03-15,20
1003,2024-03-15,56
316,2024-03-28,43
2837,2024-04-06,11
1003,2024-03-30,50
298,2024-03-06,88
316,2024-04-01,33
380,2024-02-27,41
316,2024-03-27,30
2611,2024-03-15,23
380,2024-03-02,44
2611,2024-03-06,14
298,2024-04-07,82
380,2024-03-28,25
3614,2024-03-21,15
298,2024-03-20,78
316,2024-03-10,39
2611,2024-02-25,20
298,2024-03-24,83
298,2024-03-12,96
298,2024-03-04,82
298,2024-03-31,38
4975,2024-04-07,21
298,2024-04-02,67
298,2024-03-11,87
316,2024-03-09,80
380,2024-03-04,27
1003,2024-03-06,23
298,2024-02-24,113
298,2024-04-06,109
380,2024-03-26,25
1003,2024-03-14,40
298,2024-03-13,73
2611,2024-03-13,13
2682,2024-03-30,35
2837,2024-03-22,11
3384,2024-04-04,13
3439,2024-04-04,13
2611,2024-03-27,12
2682,2024-04-07,20
316,2024-03-16,67
3439,2024-03-01,23
380,2024-02-29,35
2682,2024-03-18,29
1003,2024-03-05,19
2611,2024-03-03,20
3614,2024-03-07,13
380,2024-03-06,32
5524,2024-03-09,17
4718,2024-04-04,14
3439,2024-04-06,25
2611,2024-03-09,27
3614,2024-03-09,31
316,2024-03-29,21
2682,2024-03-28,18
298,2024-03-08,102
298,2024-03-07,115
1003,2024-03-02,52
1003,2024-03-09,54
2611,2024-02-27,15
316,2024-03-01,47
1003,2024-03-24,26
298,2024-03-17,63
1003,2024-04-08,18
2682,2024-03-31,21
3439,2024-03-13,16
298,2024-02-26,92
4718,2024-04-06,32
3439,2024-03-10,13
316,2024-02-25,33
298,2024-03-22,72
4975,2024-04-03,10
2611,2024-03-24,16
380,2024-03-14,48
2682,2024-03-17,14
2682,2024-03-19,12
5524,2024-03-02,12
298,2024-03-19,88
380,2024-03-27,33
380,2024-03-12,28
3484,2024-02-29,22
380,2024-03-18,33
1003,2024-03-28,30
2611,2024-03-25,12
380,2024-03-30,43
3484,2024-03-12,10
380,2024-03-05,45
298,2024-03-27,84
4718,2024-03-19,11
316,2024-03-19,27
2611,2024-04-08,13
380,2024-03-25,32
1003,2024-03-17,33
2682,2024-03-05,14
4718,2024-02-24,47
380,2024-02-28,38
4718,2024-02-29,18
4718,2024-04-03,10
3614,2024-04-03,14
316,2024-02-29,47
316,2024-03-23,51
298,2024-03-14,102
5524,2024-04-06,10
380,2024-03-01,40
316,2024-03-20,26
380,2024-03-21,39
884,2024-03-23,11
1003,2024-03-04,21
1003,2024-03-01,24
298,2024-04-08,62
298,2024-03-28,71
3439,2024-03-08,22
2682,2024-02-24,35
4975,2024-04-01,13
298,2024-02-25,80
380,2024-03-19,33
4975,2024-04-06,35
316,2024-03-12,29
316,2024-04-03,35
3439,2024-03-03,23
316,2024-04-02,22
298,2024-03-30,104
4718,2024-03-11,12
1003,2024-03-07,24
1003,2024-04-04,21
3439,2024-03-28,10
4718,2024-03-03,21
4718,2024-03-05,13
380,2024-03-03,26
2682,2024-03-22,16
2682,2024-03-27,21
884,2024-03-16,21
2682,2024-03-09,35
3614,2024-03-10,14
1003,2024-02-25,28
3384,2024-04-06,18
3614,2024-04-06,35
316,2024-03-26,19
3439,2024-02-28,16
884,2024-03-25,17
3614,2024-03-23,26
380,2024-02-24,64
2682,2024-02-28,30
2682,2024-04-06,35
3614,2024-04-01,10
4718,2024-03-01,16
1003,2024-02-29,18
2682,2024-04-03,21
3484,2024-03-01,20
3439,2024-04-02,12
2682,2024-03-10,23
2682,2024-03-13,11
884,2024-02-24,12
1003,2024-03-12,32
3439,2024-04-05,13
316,2024-03-05,29
298,2024-03-10,97
3614,2024-03-17,18
3614,2024-03-27,15
1003,2024-03-19,41
2682,2024-03-25,17
380,2024-03-08,30
2682,2024-03-20,30
1003,2024-03-16,59
1003,2024-02-27,21
4975,2024-04-04,15
2682,2024-04-02,36
3484,2024-03-13,12
4975,2024-03-29,12
1003,2024-02-28,19
4718,2024-02-28,14
2682,2024-03-02,39
316,2024-03-25,33
316,2024-03-31,16
3484,2024-03-04,17
4718,2024-03-09,31
3439,2024-02-25,16
1003,2024-03-23,42
3614,2024-03-24,18
1003,2024-03-18,21
3439,2024-03-20,16
1003,2024-03-08,23
4718,2024-02-26,27
1003,2024-03-13,21
2682,2024-03-24,19
316,2024-03-06,40
2611,2024-03-19,11
3439,2024-03-24,10
3614,2024-03-30,27
4718,2024-03-07,11
3484,2024-02-27,26
1003,2024-04-05,26
4354,2024-02-28,14
4718,2024-02-27,21
4718,2024-03-27,16
3384,2024-04-08,11
316,2024-02-27,31
3439,2024-03-12,17
1003,2024-04-03,16
1003,2024-04-01,14
4718,2024-03-02,34
2682,2024-03-21,17
3439,2024-03-04,16
2611,2024-03-21,14
2682,2024-04-01,21
1003,2024-03-10,24
2611,2024-03-30,31
2682,2024-03-12,14
4718,2024-03-08,19
2682,2024-03-06,21
3484,2024-02-28,15
4718,2024-03-30,20
316,2024-03-17,34
4975,2024-03-27,15
316,2024-03-03,39
380,2024-02-26,36
1003,2024-03-22,29
4354,2024-03-02,19
2611,2024-03-05,11
5524,2024-03-08,11
3614,2024-03-16,26
4354,2024-04-03,10
4718,2024-04-05,25
3484,2024-03-09,16
2611,2024-03-23,30
2611,2024-04-05,13
2611,2024-03-01,18
298,2024-03-01,87
3614,2024-03-28,10
1003,2024-03-11,23
483,2024-03-07,10
4718,2024-03-06,20
3614,2024-03-02,12
2611,2024-03-10,20
2682,2024-03-29,26
298,2024-02-27,61
3439,2024-03-30,18
1003,2024-03-29,23
4718,2024-04-01,11
380,2024-03-16,59
3439,2024-03-15,28
3484,2024-02-25,20
4718,2024-03-10,25
4718,2024-03-04,15
2682,2024-02-26,17
2682,2024-03-11,16
4718,2024-03-14,13
3614,2024-03-12,16
3439,2024-03-22,15
3439,2024-04-01,12
884,2024-04-04,14
2837,2024-03-23,14
884,2024-03-22,14
4975,2024-03-28,16
2611,2024-02-28,12
3439,2024-03-23,18
3614,2024-03-08,17
884,2024-04-05,12
5524,2024-03-17,15
2682,2024-03-14,20
3439,2024-03-05,13
2682,2024-03-01,17
5524,2024-03-24,12
1003,2024-02-26,13
2611,2024-03-11,11
2682,2024-04-08,22
884,2024-04-01,11
3439,2024-02-29,20
4718,2024-03-16,18
3384,2024-04-05,12
4975,2024-03-30,20
380,2024-04-05,18
4354,2024-03-09,12
4975,2024-03-23,17
3439,2024-02-27,20
1003,2024-03-21,22
2682,2024-04-05,24
4354,2024-03-30,14
1003,2024-03-25,24
4354,2024-02-24,11
884,2024-03-20,13
3439,2024-03-16,25
3614,2024-03-11,11
5524,2024-03-10,11
3439,2024-02-26,16
3439,2024-03-17,13
4718,2024-03-28,14
3439,2024-04-07,12
380,2024-04-03,33
2682,2024-03-26,14
3484,2024-02-24,31
4975,2024-04-02,14
3384,2024-04-07,13
2682,2024-02-29,12
3439,2024-03-25,10
3614,2024-04-05,19
1003,2024-03-03,22
2682,2024-04-04,21
380,2024-04-01,24
